8,COTS 2,2012,2012-05-22T07:44:00.000Z,falcon9,Falcon 9,v1.0,Cape Canaveral Air Force Station Space Launch Complex 40,True,
9,CRS-1,2012,2012-10-08T00:35:00.000Z,falcon9,Falcon 9,v1.0,Cape Canaveral Air Force Station Space Launch Complex 40,True,
