74,Iridium NEXT Mission 8,2019,2019-01-11T15:31:00.000Z,falcon9,Falcon 9,FT,Vandenberg Air Force Base Space Launch Complex 4E,True,
75,Nusantara Satu (PSN-6) / S5 / Beresheet,2019,2019-02-22T01:45:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
76,CCtCap Demo Mission 1,2019,2019-03-02T07:45:00.000Z,falcon9,Falcon 9,FT,Kennedy Space Center Historic Launch Complex 39A,True,
78,CRS-17,2019,2019-05-04T06:48:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
79,Starlink v0.9,2019,2019-05-24T02:30:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
80,RADARSAT Constellation,2019,2019-06-12T14:17:00.000Z,falcon9,Falcon 9,FT,Vandenberg Air Force Base Space Launch Complex 4E,True,
82,CRS-18,2019,2019-07-25T22:01:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
83,Amos-17,2019,2019-08-06T22:52:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
84,Starlink 1,2019,2019-11-11T14:56:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
85,CRS-19,2019,2019-12-05T17:29:23.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
86,JCSat 18 / Kacific 1,2019,2019-12-17T00:10:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
