3,Trailblazer,2008,2008-08-03T03:34:00.000Z,falcon1,Falcon 1,Merlin C,Kwajalein Atoll Omelek Island,False,residual stage-1 thrust led to collision between stage 1 and stage 2
4,RatSat,2008,2008-09-28T23:15:00.000Z,falcon1,Falcon 1,Merlin C,Kwajalein Atoll Omelek Island,True,
