26,Jason 3,2016,2016-01-17T15:42:00.000Z,falcon9,Falcon 9,v1.1,Vandenberg Air Force Base Space Launch Complex 4E,True,
27,SES-9,2016,2016-03-04T23:35:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
28,CRS-8,2016,2016-04-08T20:43:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
29,JCSAT-2B,2016,2016-05-06T05:21:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
30,Thaicom 8,2016,2016-05-27T21:39:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
31,ABS-2A / Eutelsat 117W B,2016,2016-06-15T14:29:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
32,CRS-9,2016,2016-07-18T04:45:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
33,JCSAT-16,2016,2016-08-14T05:26:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,True,
34,Amos-6,2016,2016-09-01T13:07:00.000Z,falcon9,Falcon 9,FT,Cape Canaveral Air Force Station Space Launch Complex 40,False,"buckled liner in several of the COPV tanks, causing perforations that allowed liquid and/or solid oxygen to accumulate underneath the lining, which was ignited by friction."
