77,ArabSat 6A,2019,2019-04-11T22:35:00.000Z,falconheavy,Falcon Heavy,FT,Kennedy Space Center Historic Launch Complex 39A,True,
81,STP-2,2019,2019-06-25T03:30:00.000Z,falconheavy,Falcon Heavy,FT,Kennedy Space Center Historic Launch Complex 39A,True,
